timestamp,location_lat,location_lon,elevation_m,temperature_C,humidity_%,wind_speed_m_s,cloud_cover_%,solar_irradiance_W_m2,panel_capacity_kW,panel_efficiency_%,tilt_angle_deg,azimuth_deg,actual_power_output_kW
2023-01-01 0:00:00,-22.58277861,82.79939196,896.7361236,-1.629965706,84.23703635,2.997439714,32.9123253,0,371.0360464,22.27246679,34.84674261,270,0
2023-01-01 1:00:00,81.12857515,-113.5756816,284.4533255,0.03341023315,91.95147707,1.921751222,14.39502217,43.07887108,440.6698357,12.17904644,31.61829897,270,2.311094315
2023-01-01 2:00:00,41.75890953,-55.20971003,379.0776749,-2.80833662,79.25935876,3.298926177,40.86929474,0,232.1267578,24.19695693,21.06221698,90,0
2023-01-01 3:00:00,17.75852716,58.78102927,542.0133845,3.345237794,87.68530425,3.043633706,61.47785982,138.2584477,145.3001871,22.64836173,29.59275947,270,4.549709549
2023-01-01 4:00:00,-61.91664472,-6.447835971,610.9600031,-0.3742299433,65.19427568,4.385813628,35.1456491,108.3390037,160.1044406,23.78279947,21.90579813,270,4.08416251
2023-01-01 5:00:00,-61.92098634,85.88557391,726.7854276,2.37665776,75.08582202,3.790911768,23.24260031,34.44363942,348.7771809,14.2846661,39.47588013,0,1.692623782
2023-01-01 6:00:00,-79.54494981,166.0348444,766.3800869,6.28851015,83.22755533,3.930613581,68.66659737,94.54823496,284.211459,15.03354909,50.10177904,270,3.793680718
2023-01-01 7:00:00,65.91170624,-138.0431924,1367.149036,11.41519616,87.63727834,2.21284014,47.86402192,89.03262983,243.7605714,17.04888152,47.21366621,90,3.534324447
2023-01-01 8:00:00,18.20070211,75.4443779,1528.719572,6.037193383,84.35351478,1.464725884,32.96839239,244.7969009,102.1842653,13.36301,20.4415454,270,3.296268273
2023-01-01 9:00:00,37.453064,-97.07610397,926.6376244,7.079135774,72.03845807,3.042164798,25.19616196,93.48726528,437.8523881,16.98133884,30.56516963,0,6.950738943
2023-01-01 10:00:00,-86.29479103,-30.78837813,2721.88926,11.87518011,85.15448613,2.247770072,19.33466279,0,390.7292033,10.13802528,0.6393779611,180,0
2023-01-01 11:00:00,84.58377339,-168.1694187,1659.41917,9.912627464,78.0056421,5.717309704,0,1.714266784,71.17866227,23.16304857,52.21668835,180,0.02616511168
2023-01-01 12:00:00,59.83967534,-131.0733424,2362.430784,10.23734774,72.78307168,2.961122047,0,108.343354,184.3268388,12.4344106,14.72374955,180,2.395484407
2023-01-01 13:00:00,-51.77896008,-64.88017594,2772.713497,10.83382027,71.91588581,9.655920693,43.48566549,115.2400418,271.5239147,17.51271743,26.46548965,90,5.469380686
2023-01-01 14:00:00,-57.2715059,-56.8851101,489.4053437,7.484689414,81.51228362,8.535189322,35.1012737,148.3579931,227.7149728,23.93239739,9.153026701,90,7.555860948
2023-01-01 15:00:00,-56.98718823,143.8506779,1283.623451,9.292467822,80.08312004,8.832695223,32.35556661,32.5820982,199.5001235,22.31473814,40.68651435,90,1.425330996
2023-01-01 16:00:00,-35.23639627,87.05264734,1299.631205,14.06362236,59.01857824,12.36245746,11.72554324,145.1960554,359.6971169,21.64186867,32.7178594,90,11.29009868
2023-01-01 17:00:00,4.456157694,169.9858685,1063.416751,6.100016472,75.32784131,7.157813381,44.81970998,147.7847942,28.19724861,19.08168459,21.88738536,270,0.7872001189
2023-01-01 18:00:00,-12.24989664,35.66574372,26.71759965,11.43524073,71.66589077,4.89719965,18.57804457,118.5508664,236.2337592,16.54410229,32.11161865,270,4.630148165
2023-01-01 19:00:00,-37.57875476,-92.98305645,2447.916323,-0.6563546844,79.47696718,8.703252206,0,181.4022738,131.8286635,16.69056057,10.12419525,270,3.753624248
2023-01-01 20:00:00,20.13352105,-62.04418923,334.6779647,1.952710263,95.68360303,6.008580026,38.36033033,0,43.22457423,11.30448405,46.53830593,270,0
2023-01-01 21:00:00,-64.89110508,-64.85906761,2986.441794,1.661526618,89.50883153,3.174360993,25.60482077,108.1292035,232.9786918,10.97178933,15.95754885,180,2.681392752
2023-01-01 22:00:00,-37.41396326,-62.46204204,2318.875476,-3.304619381,77.46020442,8.038177294,27.77699007,0,86.51297684,22.65157778,36.90147419,180,0
2023-01-01 23:00:00,-24.05486821,62.26710232,1740.030053,-0.5126485655,99.45012999,6.355709129,24.12576694,119.7981065,129.8539167,16.12978131,53.96400226,90,2.292899558
2023-01-02 0:00:00,-7.907402841,11.09085411,463.8192532,-1.91377478,94.49559877,6.254648572,14.37155196,34.71859786,253.997356,10.8102407,2.315136507,180,0.844157231
2023-01-02 1:00:00,51.33167305,-41.24729589,1546.178914,-1.775467517,79.12440702,1.896423388,40.30030918,81.12540834,486.880781,19.94581411,23.25203658,90,7.823702162
2023-01-02 2:00:00,-54.05871921,-126.3276833,783.3262226,1.07951511,74.2235359,1.480692591,79.29794574,27.96787199,342.4432484,20.24953601,8.095065581,90,1.799365578
2023-01-02 3:00:00,2.562198914,-172.0299013,756.9675736,6.580101129,76.51466747,4.253228853,24.77335381,70.29637175,140.5312773,13.41160537,54.51946262,180,1.205430893
2023-01-02 4:00:00,16.6346224,-101.2195161,2488.587748,4.602090758,65.85365481,0.8811649773,6.49298227,124.6322256,191.8206202,16.16079385,21.60464667,180,3.822164676
2023-01-02 5:00:00,-81.63892571,-141.3102946,1141.933272,6.460558281,89.88377767,1.521798831,12.53809329,8.195326568,203.660443,18.60136103,12.8004556,270,0.2965846567
2023-01-02 6:00:00,19.35807334,102.7602111,1352.17141,6.128410717,73.43678043,3.453359343,19.00799982,231.7585567,77.66517405,18.94422648,40.58859454,0,3.35181545
2023-01-02 7:00:00,-59.30565774,-139.5007352,2528.894213,3.816197794,87.88716349,6.211025835,9.000637025,54.70371211,81.16644024,17.66673239,32.59156725,0,0.7836192921
2023-01-02 8:00:00,-78.29071326,80.72216543,263.3718772,7.232775954,76.50722486,0,40.29439064,53.54070168,75.04896702,15.46294692,49.0162009,180,0.5874201025
2023-01-02 9:00:00,80.79939671,-41.16287168,1783.853559,8.870417967,71.22082303,3.511884807,34.07691607,21.04029583,261.3104047,11.03230091,45.18408952,270,0.5853857252
2023-01-02 10:00:00,83.81376595,-153.5837797,1734.647044,8.863487889,79.32514319,3.035516759,35.16040415,0,337.4188573,10.33425423,58.48019118,0,0
